"COU","Country","SOURCE","Source","SERIES","Series","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LUX","Luxembourg","SVY","Survey data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,217,,
"LUX","Luxembourg","SVY","Survey data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,224,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,55.1,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,54.3,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,56.2,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,56.4,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,55.6,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,54.2,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,54,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,53.7,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,54.9,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,54.7,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,54.5,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,54.9,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,53.8,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,55.1,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,55,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,55.1,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,53.8,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,54.2,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,52.8,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,51.9,,
"BEL","Belgium","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,50.3,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,1925,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,2033,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,2150,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,2227,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,2308,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,2386,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,2424,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,2495,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,2604,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,2759,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,2942,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,2913,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,2854,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,2757,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,2646,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,2523,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,2401,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,2240,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,2252,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,2232,,
"ESP","Spain","ADM","Administrative data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,2212,,
"ISR","Israel","SVY","Survey data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,42,,
"ISR","Israel","SVY","Survey data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,31.4,,
"ISR","Israel","SVY","Survey data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,23.4,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,32.4,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,31.8,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,31.2,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,31,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,30.3,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,30.2,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,30.4,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,30.4,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,30.1,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,30.2,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,29.8,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,30.7,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,30.1,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,29.8,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,29.8,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,29.2,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,29.3,,
"CAN","Canada","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,29.4,,
"NZL","New Zealand","SVY","Survey data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,18.3,,
"NZL","New Zealand","SVY","Survey data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,18.7,,
"NZL","New Zealand","SVY","Survey data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,18.8,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,96,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,116,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,116,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,118,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,120,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,120,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,120,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,119,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,118,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,122,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,126,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,126,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,127,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2015","2015","NBR","Number","3","Thousands",,,127,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,127,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2017","2017","NBR","Number","3","Thousands",,,131,,
"LUX","Luxembourg","ADM","Administrative data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,134,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,40.5,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,38,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,36,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,35.1,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,35.2,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,34.9,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,33.6,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,32.5,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,31.8,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,29.6,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,30.1,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,31.5,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,33.5,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,32.7,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,30.5,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,25.6,,
"IRL","Ireland","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,24.5,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,12.4,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,11.7,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,11.8,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,11.5,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,11.7,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,12.3,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,12.1,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,11.7,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,11.8,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,12.1,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,13.5,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,14.4,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,14.6,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,14.5,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,15.1,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,14.8,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,15.3,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,16.1,,
"CHL","Chile","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,17.7,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,17.6,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,17.4,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,17.2,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,16.9,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,16.7,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,16.3,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,15.9,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,15.9,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,16.3,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,17.5,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,18.3,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,18.3,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,18.2,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,17.9,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,16.8,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,15.2,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,14.8,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,14.2,,
"ESP","Spain","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,13.6,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,14529,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,14806,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,15117,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,15502,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,15834,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,16033,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,16104,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,16424,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,16743,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,16910,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,17209,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,17026,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,16829,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,16936,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,16942,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,16679,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,16777,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,16983,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,17305,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,17676,,
"ITA","Italy","ADM","Administrative data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,17890,,
"AUS","Australia","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,7352,,
"AUS","Australia","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,7487,,
"AUS","Australia","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,7698,,
"AUS","Australia","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,8163,,
"AUS","Australia","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,9500,,
"AUS","Australia","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,10299,,
"AUS","Australia","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,11033,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,1385,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,1394,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,1423,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,1480,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,1537,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,1576,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,1633,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,1695,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,1753,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,1793,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,1798,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,1792,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,1804,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,1819,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,1817,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,1881,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,1952,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,2005,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,2022,,
"NZL","New Zealand","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,2088,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,135,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,134,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,139,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,145,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,153,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,157,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,148,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,146,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,147,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,148,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,153,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,156,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,161,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,168,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,171,,
"ISL","Iceland","SVY","Survey data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,175,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,838,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,911,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,941,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,947,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,804,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,753,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,764,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,776,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,790,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,782,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,783,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,778,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,782,,
"LVA","Latvia","ADM","Administrative data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,805,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,78.4,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","1999","1999","PC","Percentage","0","Units",,,75.8,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2000","2000","PC","Percentage","0","Units",,,74.3,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2001","2001","PC","Percentage","0","Units",,,75.1,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2002","2002","PC","Percentage","0","Units",,,73.7,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,72.7,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,72,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,71.1,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,70.6,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,70.6,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,69.9,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2009","2009","PC","Percentage","0","Units",,,71.1,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2010","2010","PC","Percentage","0","Units",,,70.3,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2011","2011","PC","Percentage","0","Units",,,69.5,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2012","2012","PC","Percentage","0","Units",,,69.6,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2013","2013","PC","Percentage","0","Units",,,68.2,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2014","2014","PC","Percentage","0","Units",,,67.6,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,66.4,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,64.9,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,62.2,,
"FIN","Finland","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,60.3,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","1998","1998","PC","Percentage","0","Units",,,43.2,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2003","2003","PC","Percentage","0","Units",,,42.5,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2004","2004","PC","Percentage","0","Units",,,41.6,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2005","2005","PC","Percentage","0","Units",,,41.1,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2006","2006","PC","Percentage","0","Units",,,40.1,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2007","2007","PC","Percentage","0","Units",,,38.3,,
"LUX","Luxembourg","ADM","Administrative data","TUD","Trade union  density","2008","2008","PC","Percentage","0","Units",,,36.5,,
