GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC03_EST_VC14,HC03_MOE_VC14,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC03_EST_VC25,HC03_MOE_VC25,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC03_EST_VC30,HC03_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC03_EST_VC32,HC03_MOE_VC32,HC01_EST_VC46,HC01_MOE_VC46,HC02_EST_VC46,HC02_MOE_VC46,HC03_EST_VC46,HC03_MOE_VC46,HC01_EST_VC47,HC01_MOE_VC47,HC02_EST_VC47,HC02_MOE_VC47,HC03_EST_VC47,HC03_MOE_VC47,HC01_EST_VC48,HC01_MOE_VC48,HC02_EST_VC48,HC02_MOE_VC48,HC03_EST_VC48,HC03_MOE_VC48,HC01_EST_VC49,HC01_MOE_VC49,HC02_EST_VC49,HC02_MOE_VC49,HC03_EST_VC49,HC03_MOE_VC49,HC01_EST_VC50,HC01_MOE_VC50,HC02_EST_VC50,HC02_MOE_VC50,HC03_EST_VC50,HC03_MOE_VC50,HC01_EST_VC51,HC01_MOE_VC51,HC02_EST_VC51,HC02_MOE_VC51,HC03_EST_VC51,HC03_MOE_VC51,HC01_EST_VC52,HC01_MOE_VC52,HC02_EST_VC52,HC02_MOE_VC52,HC03_EST_VC52,HC03_MOE_VC52,HC01_EST_VC53,HC01_MOE_VC53,HC02_EST_VC53,HC02_MOE_VC53,HC03_EST_VC53,HC03_MOE_VC53,HC01_EST_VC54,HC01_MOE_VC54,HC02_EST_VC54,HC02_MOE_VC54,HC03_EST_VC54,HC03_MOE_VC54,HC01_EST_VC55,HC01_MOE_VC55,HC02_EST_VC55,HC02_MOE_VC55,HC03_EST_VC55,HC03_MOE_VC55,HC01_EST_VC58,HC01_MOE_VC58,HC02_EST_VC58,HC02_MOE_VC58,HC03_EST_VC58,HC03_MOE_VC58,HC01_EST_VC65,HC01_MOE_VC65,HC02_EST_VC65,HC02_MOE_VC65,HC03_EST_VC65,HC03_MOE_VC65,HC01_EST_VC66,HC01_MOE_VC66,HC02_EST_VC66,HC02_MOE_VC66,HC03_EST_VC66,HC03_MOE_VC66,HC01_EST_VC67,HC01_MOE_VC67,HC02_EST_VC67,HC02_MOE_VC67,HC03_EST_VC67,HC03_MOE_VC67,HC01_EST_VC68,HC01_MOE_VC68,HC02_EST_VC68,HC02_MOE_VC68,HC03_EST_VC68,HC03_MOE_VC68,HC01_EST_VC69,HC01_MOE_VC69,HC02_EST_VC69,HC02_MOE_VC69,HC03_EST_VC69,HC03_MOE_VC69,HC01_EST_VC70,HC01_MOE_VC70,HC02_EST_VC70,HC02_MOE_VC70,HC03_EST_VC70,HC03_MOE_VC70
0400000US32,32,Nevada,3.1,0.3,3.4,0.4,2.7,0.4,1.9,0.2,1.9,0.3,2.0,0.3,0.4,0.1,0.5,0.1,0.2,0.1,2.0,0.2,2.2,0.3,1.8,0.3,4.3,0.3,4.2,0.4,4.4,0.4,2.0,0.3,2.7,0.4,1.3,0.2,95.6,0.3,95.1,0.4,96.1,0.4,4.4,0.3,4.9,0.4,3.9,0.4,N,N,N,N,N,N,N,N,N,N,N,N,1342327,11212,729519,7814,612808,7682,10.3,0.5,9.9,0.6,10.8,0.7,13.1,0.7,12.2,0.8,14.1,0.8,16.3,0.6,15.3,0.8,17.5,0.9,18.5,0.7,18.3,0.8,18.7,0.9,8.3,0.4,8.2,0.6,8.4,0.7,17.0,0.7,18.3,0.9,15.4,0.9,6.3,0.4,6.4,0.5,6.1,0.4,5.4,0.3,5.7,0.5,5.1,0.5,4.8,0.4,5.7,0.5,3.8,0.4,24.2,0.3,25.2,0.4,23.0,0.4,1399498,11233,759688,8028,639810,7964,9.4,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),12.4,(X),(X),(X),(X),(X),22.5,(X),(X),(X),(X),(X),15.8,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US33,33,New Hampshire,0.7,0.2,0.7,0.2,0.8,0.2,2.4,0.3,2.4,0.4,2.4,0.4,0.3,0.1,0.4,0.2,0.2,0.1,1.2,0.3,1.2,0.3,1.2,0.4,6.2,0.5,6.0,0.6,6.5,0.7,15.6,0.8,18.3,1.1,12.6,1.0,46.6,0.9,46.5,1.1,46.7,1.2,53.4,0.9,53.5,1.1,53.3,1.2,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,668193,7652,350376,4773,317817,5446,13.9,0.8,12.9,1.0,14.9,1.0,12.8,0.6,12.1,0.8,13.6,1.0,14.1,0.8,13.3,1.0,15.0,1.1,13.5,0.7,12.1,0.9,15.1,0.9,7.4,0.6,7.0,0.8,7.8,0.7,12.3,0.7,12.6,0.9,12.0,0.9,7.7,0.6,7.8,0.7,7.5,0.9,8.5,0.6,9.3,0.8,7.5,0.8,9.8,0.6,12.7,0.9,6.6,0.7,27.3,0.5,29.6,0.8,24.7,0.5,702426,7659,367880,4953,334546,5442,7.4,(X),(X),(X),(X),(X),9.0,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),17.3,(X),(X),(X),(X),(X),10.8,(X),(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X)
0400000US34,34,New Jersey,11.8,0.2,12.3,0.3,11.2,0.4,2.9,0.2,3.1,0.2,2.8,0.2,0.3,0.1,0.4,0.1,0.1,0.1,1.5,0.1,1.5,0.2,1.5,0.2,4.6,0.2,4.3,0.2,4.8,0.2,14.3,0.3,16.5,0.4,11.9,0.4,59.5,0.3,59.7,0.5,59.3,0.5,40.5,0.3,40.3,0.5,40.7,0.5,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,4207931,21736,2226019,12193,1981912,14526,9.6,0.3,8.5,0.3,10.8,0.4,11.3,0.3,10.2,0.4,12.6,0.4,12.4,0.2,11.8,0.3,13.2,0.4,13.3,0.3,12.4,0.4,14.4,0.5,6.1,0.2,5.8,0.3,6.4,0.3,13.3,0.3,13.6,0.4,12.9,0.4,7.9,0.2,8.2,0.4,7.5,0.3,9.8,0.2,10.7,0.4,8.9,0.3,16.3,0.3,18.8,0.4,13.5,0.4,32.1,0.2,34.3,0.3,29.6,0.3,4390366,22073,2316175,12139,2074191,14618,9.8,(X),(X),(X),(X),(X),11.8,(X),(X),(X),(X),(X),15.7,(X),(X),(X),(X),(X),21.8,(X),(X),(X),(X),(X),14.9,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US35,35,New Mexico,1.1,0.3,1.3,0.4,0.9,0.3,2.0,0.3,2.3,0.5,1.7,0.3,0.6,0.1,1.0,0.3,0.2,0.1,1.1,0.2,1.4,0.3,0.8,0.3,5.1,0.4,4.6,0.5,5.6,0.6,3.6,0.4,4.2,0.6,2.9,0.5,84.8,0.8,84.4,0.9,85.3,1.0,15.2,0.8,15.6,0.9,14.7,1.0,N,N,N,N,N,N,N,N,N,N,N,N,822444,12039,433817,8766,388627,7685,17.2,0.8,15.4,0.9,19.3,1.2,16.0,0.8,14.7,0.9,17.6,1.1,18.3,0.9,17.6,1.1,19.0,1.2,14.9,0.7,15.1,0.9,14.7,1.0,5.6,0.4,6.0,0.7,5.1,0.5,12.1,0.8,12.8,1.1,11.3,0.9,4.5,0.4,4.9,0.6,4.1,0.5,5.7,0.4,6.2,0.6,5.2,0.6,5.7,0.5,7.4,0.7,3.8,0.5,22.3,0.4,24.1,0.5,20.2,0.5,859571,11867,449768,8310,409803,7750,8.5,(X),(X),(X),(X),(X),9.6,(X),(X),(X),(X),(X),10.7,(X),(X),(X),(X),(X),18.8,(X),(X),(X),(X),(X),13.1,(X),(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X)
0400000US36,36,New York,28.1,0.2,26.4,0.3,29.8,0.3,6.2,0.2,6.0,0.3,6.4,0.2,0.7,0.1,1.0,0.1,0.4,0.1,1.3,0.1,1.4,0.1,1.3,0.1,4.3,0.1,4.4,0.2,4.3,0.2,2.5,0.1,2.9,0.1,2.0,0.1,81.4,0.2,81.0,0.2,81.7,0.2,18.6,0.2,19.0,0.2,18.3,0.2,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,9017667,32352,4658519,22781,4359148,20483,9.1,0.2,8.8,0.2,9.5,0.2,10.3,0.2,9.6,0.2,11.0,0.3,11.5,0.2,10.9,0.3,12.1,0.3,11.9,0.2,11.8,0.3,12.1,0.3,5.5,0.1,5.4,0.2,5.5,0.2,13.9,0.2,14.2,0.3,13.6,0.3,8.3,0.2,8.4,0.2,8.1,0.2,10.9,0.2,11.1,0.2,10.8,0.2,18.6,0.2,19.9,0.4,17.2,0.3,33.7,0.1,34.8,0.2,32.6,0.2,9339567,30473,4833075,20820,4506492,20935,12.8,(X),(X),(X),(X),(X),13.9,(X),(X),(X),(X),(X),17.8,(X),(X),(X),(X),(X),25.1,(X),(X),(X),(X),(X),18.8,(X),(X),(X),(X),(X),1.5,(X),(X),(X),(X),(X)
0400000US37,37,North Carolina,1.0,0.1,0.9,0.1,1.0,0.1,1.7,0.1,2.3,0.2,1.2,0.1,0.2,0.1,0.3,0.1,0.1,0.1,1.0,0.1,1.2,0.1,0.9,0.1,6.1,0.2,6.1,0.2,6.2,0.3,2.6,0.1,3.3,0.2,1.9,0.1,61.8,0.4,61.0,0.5,62.6,0.5,38.2,0.4,39.0,0.5,37.4,0.5,N,N,N,N,N,N,N,N,N,N,N,N,4488673,24615,2343108,16787,2145565,16188,12.0,0.3,12.0,0.4,12.1,0.4,14.4,0.3,13.2,0.4,15.7,0.4,16.9,0.3,16.1,0.4,17.8,0.4,15.9,0.3,15.1,0.4,16.7,0.4,7.2,0.2,7.0,0.3,7.4,0.3,13.1,0.3,14.1,0.4,12.1,0.4,6.8,0.2,7.1,0.3,6.6,0.3,7.2,0.2,7.9,0.3,6.5,0.3,6.4,0.2,7.6,0.3,5.1,0.3,24.9,0.2,26.3,0.3,23.3,0.2,4719287,24147,2450886,15563,2268401,16775,9.5,(X),(X),(X),(X),(X),11.0,(X),(X),(X),(X),(X),12.8,(X),(X),(X),(X),(X),19.2,(X),(X),(X),(X),(X),14.5,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
0400000US38,38,North Dakota,0.5,0.2,0.4,0.2,0.7,0.3,3.8,0.5,4.8,0.8,2.7,0.6,0.5,0.2,0.8,0.3,0.1,0.1,0.7,0.2,0.9,0.3,0.5,0.2,4.6,0.6,4.1,0.6,5.3,0.9,3.2,0.5,3.2,0.6,3.2,0.6,81.3,0.9,80.6,1.1,82.1,1.0,18.7,0.9,19.4,1.1,17.9,1.0,N,N,N,N,N,N,N,N,N,N,N,N,386382,4965,213868,3464,172514,3169,29.3,1.2,28.6,1.8,30.2,1.9,22.8,1.1,22.8,1.4,22.7,2.0,20.9,1.1,20.8,1.5,21.1,1.7,10.9,0.9,9.5,0.9,12.7,1.4,2.9,0.4,2.8,0.5,3.1,0.6,5.0,0.5,5.7,0.7,4.1,0.5,2.0,0.3,1.9,0.4,2.0,0.4,2.5,0.3,3.1,0.6,1.8,0.3,3.6,0.4,4.7,0.7,2.2,0.5,16.5,0.4,17.6,0.6,15.2,0.4,398263,4100,219231,3092,179032,3089,8.2,(X),(X),(X),(X),(X),9.2,(X),(X),(X),(X),(X),10.4,(X),(X),(X),(X),(X),15.4,(X),(X),(X),(X),(X),11.3,(X),(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X)
0400000US39,39,Ohio,1.5,0.1,1.3,0.1,1.6,0.1,2.1,0.1,2.2,0.2,2.0,0.1,0.3,0.1,0.4,0.1,0.2,0.1,0.9,0.1,1.0,0.1,0.8,0.1,4.2,0.1,4.1,0.2,4.4,0.2,2.7,0.1,3.2,0.2,2.2,0.1,70.3,0.3,69.1,0.4,71.7,0.3,29.7,0.3,30.9,0.4,28.3,0.3,N,N,N,N,N,N,N,N,N,N,N,N,5243899,24264,2723349,16391,2520550,17090,14.3,0.3,13.3,0.4,15.4,0.4,14.3,0.3,13.2,0.4,15.6,0.3,16.2,0.3,15.6,0.4,16.8,0.4,16.1,0.3,16.2,0.4,16.0,0.4,8.3,0.2,8.3,0.2,8.3,0.3,12.5,0.2,12.9,0.3,12.1,0.3,6.9,0.2,7.4,0.3,6.3,0.2,6.4,0.2,7.0,0.3,5.8,0.2,5.0,0.1,6.1,0.2,3.8,0.2,23.6,0.2,24.9,0.2,22.1,0.2,5429289,23456,2819473,15709,2609816,17411,7.7,(X),(X),(X),(X),(X),9.1,(X),(X),(X),(X),(X),11.2,(X),(X),(X),(X),(X),19.6,(X),(X),(X),(X),(X),12.2,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0400000US40,40,Oklahoma,0.3,0.1,0.3,0.1,0.4,0.1,1.9,0.2,2.1,0.3,1.7,0.2,0.3,0.1,0.4,0.1,0.2,0.1,1.1,0.1,1.4,0.2,0.7,0.1,4.3,0.2,4.3,0.3,4.2,0.3,2.2,0.1,2.6,0.2,1.8,0.2,79.9,0.4,78.9,0.4,81.0,0.5,20.1,0.4,21.1,0.4,19.0,0.5,N,N,N,N,N,N,N,N,N,N,N,N,1670074,13269,891272,8034,778802,8357,17.3,0.4,15.8,0.5,19.1,0.5,16.8,0.4,16.1,0.6,17.5,0.6,17.1,0.4,16.2,0.5,18.2,0.7,15.8,0.4,16.0,0.6,15.5,0.6,6.1,0.3,6.2,0.3,6.1,0.4,12.1,0.4,12.9,0.5,11.3,0.4,4.7,0.2,5.0,0.3,4.3,0.3,5.4,0.3,5.9,0.4,4.8,0.3,4.6,0.2,5.8,0.3,3.2,0.3,21.9,0.2,23.4,0.3,20.1,0.3,1722770,12605,919380,7794,803390,8111,10.2,(X),(X),(X),(X),(X),11.6,(X),(X),(X),(X),(X),13.2,(X),(X),(X),(X),(X),21.9,(X),(X),(X),(X),(X),15.7,(X),(X),(X),(X),(X),1.7,(X),(X),(X),(X),(X)
0400000US41,41,Oregon,4.5,0.3,4.2,0.4,4.8,0.4,3.7,0.3,3.6,0.4,3.8,0.3,2.0,0.2,2.5,0.2,1.5,0.2,1.0,0.1,1.2,0.2,0.9,0.2,7.4,0.3,6.8,0.5,7.9,0.5,2.1,0.2,2.8,0.3,1.5,0.2,81.9,0.5,81.3,0.6,82.5,0.6,18.1,0.5,18.7,0.6,17.5,0.6,N,N,N,N,N,N,N,N,N,N,N,N,1809348,15751,960727,10912,848621,10649,15.1,0.5,14.4,0.7,15.9,0.7,15.5,0.4,14.6,0.6,16.5,0.6,16.1,0.5,16.5,0.7,15.7,0.6,14.4,0.5,13.4,0.7,15.6,0.7,6.0,0.3,5.7,0.4,6.4,0.4,12.3,0.5,12.9,0.7,11.7,0.6,6.1,0.3,6.3,0.4,5.8,0.4,7.5,0.3,8.1,0.4,6.9,0.4,6.8,0.3,8.0,0.5,5.4,0.5,24.3,0.3,25.6,0.4,22.9,0.4,1938391,14931,1023611,10375,914780,10228,9.3,(X),(X),(X),(X),(X),10.8,(X),(X),(X),(X),(X),12.6,(X),(X),(X),(X),(X),20.4,(X),(X),(X),(X),(X),14.2,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X)
0400000US42,42,Pennsylvania,5.3,0.1,4.6,0.2,6.1,0.3,3.5,0.1,3.4,0.2,3.7,0.2,0.6,0.1,0.8,0.1,0.4,0.1,0.9,0.1,1.0,0.1,0.8,0.1,5.0,0.1,4.8,0.2,5.1,0.2,5.2,0.1,6.1,0.2,4.2,0.2,54.6,0.3,53.3,0.3,56.1,0.4,45.4,0.3,46.7,0.3,43.9,0.4,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,5755977,23064,3013376,15910,2742601,17445,12.8,0.2,11.9,0.4,13.7,0.3,13.0,0.2,12.3,0.3,13.8,0.3,14.7,0.3,13.9,0.3,15.5,0.3,14.1,0.3,14.0,0.4,14.3,0.3,6.7,0.2,6.6,0.3,6.8,0.2,13.3,0.2,13.6,0.3,12.8,0.3,7.6,0.2,7.7,0.2,7.5,0.2,8.8,0.2,9.4,0.2,8.1,0.3,9.1,0.2,10.6,0.3,7.5,0.3,27.1,0.2,28.5,0.2,25.4,0.2,5986262,22759,3137742,15519,2848520,17282,10.3,(X),(X),(X),(X),(X),11.3,(X),(X),(X),(X),(X),14.3,(X),(X),(X),(X),(X),21.2,(X),(X),(X),(X),(X),15.0,(X),(X),(X),(X),(X),1.3,(X),(X),(X),(X),(X)
0400000US44,44,Rhode Island,2.2,0.3,2.1,0.5,2.3,0.6,3.6,0.4,3.6,0.6,3.5,0.4,0.2,0.1,0.3,0.2,0.1,0.1,0.7,0.3,0.8,0.3,0.6,0.4,4.5,0.5,4.5,0.6,4.6,0.7,15.5,0.9,18.4,1.4,12.5,1.2,60.7,1.0,61.2,1.2,60.2,1.5,39.3,1.0,38.8,1.2,39.8,1.5,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,498560,6966,257623,5011,240937,5022,12.3,0.8,11.7,1.0,13.1,1.1,15.1,1.0,14.9,1.4,15.4,1.3,16.2,1.1,16.0,1.4,16.3,1.4,15.2,1.0,14.9,1.4,15.6,1.2,6.8,0.7,5.8,0.8,7.8,1.0,13.1,0.7,13.9,1.1,12.3,1.2,7.3,0.6,7.0,0.9,7.6,1.1,6.5,0.6,6.8,0.7,6.1,0.8,7.5,0.7,9.1,1.0,5.7,0.8,25.1,0.5,26.3,0.7,23.8,0.6,509863,6808,265156,4990,244707,4878,9.6,(X),(X),(X),(X),(X),11.2,(X),(X),(X),(X),(X),15.4,(X),(X),(X),(X),(X),20.9,(X),(X),(X),(X),(X),14.8,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US45,45,South Carolina,0.5,0.1,0.5,0.1,0.5,0.1,2.1,0.2,2.7,0.3,1.6,0.2,0.2,0.1,0.4,0.1,0.1,0.1,1.1,0.1,1.6,0.2,0.6,0.1,4.7,0.3,4.6,0.3,4.8,0.4,5.6,0.3,6.5,0.4,4.6,0.4,48.1,0.7,47.9,0.8,48.4,0.8,51.9,0.7,52.1,0.8,51.6,0.8,N,N,N,N,N,N,N,N,N,N,N,N,2154514,18764,1112915,10305,1041599,12774,11.8,0.4,11.6,0.6,12.0,0.6,13.7,0.5,12.8,0.6,14.6,0.6,17.8,0.4,16.5,0.6,19.3,0.7,16.1,0.5,16.1,0.8,16.2,0.7,6.4,0.3,6.2,0.4,6.6,0.4,14.5,0.5,15.3,0.7,13.6,0.7,6.2,0.3,6.5,0.4,5.8,0.4,7.3,0.3,7.7,0.4,6.8,0.4,6.2,0.3,7.3,0.5,5.0,0.4,24.6,0.2,25.9,0.4,23.2,0.3,2224199,17187,1145355,9636,1078844,12436,9.3,(X),(X),(X),(X),(X),10.9,(X),(X),(X),(X),(X),13.0,(X),(X),(X),(X),(X),19.4,(X),(X),(X),(X),(X),14.0,(X),(X),(X),(X),(X),1.2,(X),(X),(X),(X),(X)
0400000US46,46,South Dakota,0.7,0.2,0.7,0.4,0.7,0.4,3.4,0.4,3.7,0.5,3.0,0.6,0.3,0.1,0.5,0.2,0.2,0.1,0.7,0.2,1.1,0.3,0.3,0.1,5.8,0.4,5.8,0.6,5.9,0.7,3.0,0.4,3.7,0.6,2.2,0.5,78.8,0.8,78.5,1.0,79.2,0.9,21.2,0.8,21.5,1.0,20.8,0.9,N,N,N,N,N,N,N,N,N,N,N,N,410867,5468,221599,3832,189268,3313,28.5,0.9,27.0,1.2,30.4,1.4,19.8,1.0,20.1,1.2,19.5,1.5,18.2,1.0,18.4,1.2,17.9,1.5,13.3,0.9,13.0,1.1,13.8,1.2,4.1,0.5,4.0,0.6,4.2,0.6,6.7,0.5,6.7,0.7,6.7,0.8,2.9,0.4,2.9,0.5,2.9,0.5,3.3,0.4,3.7,0.6,2.7,0.4,3.2,0.4,4.3,0.7,2.0,0.4,17.3,0.4,18.5,0.6,15.9,0.4,428770,5177,231193,3530,197577,3556,8.1,(X),(X),(X),(X),(X),9.3,(X),(X),(X),(X),(X),10.4,(X),(X),(X),(X),(X),15.5,(X),(X),(X),(X),(X),11.7,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
0400000US47,47,Tennessee,0.6,0.1,0.6,0.1,0.7,0.1,1.3,0.1,1.4,0.1,1.2,0.2,0.1,0.1,0.2,0.1,0.1,0.1,1.0,0.1,1.2,0.2,0.8,0.2,4.9,0.2,5.0,0.3,4.8,0.3,3.6,0.2,4.4,0.3,2.6,0.2,63.6,0.5,62.9,0.6,64.5,0.6,36.4,0.5,37.1,0.6,35.5,0.6,N,N,N,N,N,N,N,N,N,N,N,N,2929040,19939,1537961,12001,1391079,15176,11.7,0.4,10.9,0.5,12.5,0.5,13.5,0.4,12.8,0.5,14.2,0.5,16.8,0.4,16.2,0.5,17.4,0.6,15.8,0.4,15.2,0.6,16.5,0.6,7.3,0.3,7.3,0.4,7.3,0.5,14.1,0.4,14.7,0.6,13.4,0.5,6.3,0.2,6.5,0.3,6.1,0.4,7.9,0.3,8.7,0.4,7.0,0.4,6.6,0.3,7.6,0.4,5.6,0.4,25.1,0.3,26.3,0.3,23.9,0.3,3056412,18068,1606543,11119,1449869,14942,8.5,(X),(X),(X),(X),(X),9.8,(X),(X),(X),(X),(X),11.4,(X),(X),(X),(X),(X),18.6,(X),(X),(X),(X),(X),13.3,(X),(X),(X),(X),(X),0.9,(X),(X),(X),(X),(X)
0400000US48,48,Texas,1.4,0.1,1.3,0.1,1.5,0.1,1.5,0.1,1.6,0.1,1.4,0.1,0.3,0.1,0.4,0.1,0.1,0.1,1.4,0.1,1.5,0.1,1.1,0.1,5.1,0.1,4.7,0.2,5.5,0.2,0.9,0.1,1.3,0.1,0.5,0.1,79.1,0.2,78.7,0.3,79.6,0.3,20.9,0.2,21.3,0.3,20.4,0.3,N,N,N,N,N,N,N,N,N,N,N,N,12388594,38008,6805649,25383,5582945,28387,11.6,0.2,10.5,0.2,12.9,0.2,13.3,0.2,12.2,0.2,14.6,0.3,15.7,0.2,14.9,0.2,16.6,0.3,14.5,0.2,14.3,0.3,14.7,0.3,6.2,0.1,6.0,0.2,6.4,0.2,14.8,0.2,15.4,0.3,14.0,0.3,6.8,0.1,7.3,0.2,6.3,0.2,8.8,0.2,9.4,0.2,8.1,0.2,8.5,0.2,10.2,0.2,6.4,0.2,26.5,0.1,28.3,0.2,24.4,0.2,12969672,37336,7089978,23569,5879694,29384,9.6,(X),(X),(X),(X),(X),11.1,(X),(X),(X),(X),(X),13.0,(X),(X),(X),(X),(X),20.8,(X),(X),(X),(X),(X),16.0,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0400000US49,49,Utah,2.3,0.2,2.5,0.3,2.1,0.3,2.4,0.2,2.3,0.3,2.4,0.3,0.7,0.1,0.9,0.1,0.4,0.1,1.0,0.2,1.3,0.2,0.6,0.2,6.8,0.4,5.9,0.5,7.9,0.5,1.1,0.1,1.5,0.2,0.7,0.2,96.0,0.3,96.0,0.3,96.1,0.4,4.0,0.3,4.0,0.3,3.9,0.4,N,N,N,N,N,N,N,N,N,N,N,N,1385412,9984,782794,6538,602618,7401,15.9,0.5,13.8,0.6,18.7,0.8,16.1,0.5,15.3,0.7,17.1,0.7,17.8,0.5,17.3,0.8,18.4,0.8,15.9,0.5,15.5,0.6,16.4,0.8,7.0,0.3,7.1,0.4,7.0,0.6,11.9,0.5,13.1,0.6,10.4,0.7,5.4,0.3,6.0,0.5,4.5,0.4,5.4,0.3,6.3,0.4,4.2,0.4,4.6,0.3,5.6,0.4,3.3,0.4,22.0,0.3,23.6,0.4,19.9,0.4,1475031,9177,825662,6399,649369,6568,7.9,(X),(X),(X),(X),(X),9.4,(X),(X),(X),(X),(X),11.3,(X),(X),(X),(X),(X),18.3,(X),(X),(X),(X),(X),12.5,(X),(X),(X),(X),(X),1.0,(X),(X),(X),(X),(X)
0400000US50,50,Vermont,1.5,0.5,1.2,0.5,1.8,0.8,5.7,0.7,5.8,1.0,5.7,0.8,0.7,0.2,1.0,0.4,0.4,0.3,0.9,0.2,1.2,0.3,0.6,0.3,7.1,0.6,6.7,0.8,7.5,0.9,6.6,0.6,6.8,0.9,6.4,0.6,38.1,1.5,37.9,1.6,38.4,1.9,61.9,1.5,62.1,1.6,61.6,1.9,100.0,0.1,100.0,0.1,100.0,0.1,0.0,0.1,0.0,0.1,0.0,0.1,296342,4186,150477,3188,145865,2935,18.6,1.2,18.8,1.8,18.3,1.6,15.3,1.0,15.8,1.3,14.7,1.3,14.9,0.9,14.2,1.3,15.7,1.4,14.1,0.9,12.7,1.2,15.6,1.2,5.8,0.7,5.9,0.9,5.7,0.7,11.7,1.0,11.0,1.2,12.4,1.3,6.6,0.6,6.6,0.8,6.7,1.0,6.8,0.7,6.7,0.9,7.0,0.9,6.1,0.6,8.3,1.1,3.9,0.6,23.2,0.5,24.4,0.8,22.0,0.6,311797,4171,157844,3197,153953,2903,6.6,(X),(X),(X),(X),(X),7.7,(X),(X),(X),(X),(X),9.2,(X),(X),(X),(X),(X),16.3,(X),(X),(X),(X),(X),9.9,(X),(X),(X),(X),(X),0.2,(X),(X),(X),(X),(X)
0400000US51,51,Virginia,4.2,0.2,4.1,0.2,4.3,0.2,2.6,0.1,2.8,0.2,2.3,0.2,0.4,0.1,0.6,0.1,0.2,0.1,1.4,0.1,1.5,0.2,1.3,0.1,5.4,0.2,4.8,0.2,6.0,0.2,8.8,0.2,10.1,0.3,7.3,0.3,70.3,0.3,70.3,0.4,70.3,0.4,29.7,0.3,29.7,0.4,29.7,0.4,N,N,N,N,N,N,N,N,N,N,N,N,3969311,19151,2095627,12734,1873684,14769,10.2,0.3,9.3,0.3,11.2,0.4,12.1,0.3,11.0,0.4,13.2,0.4,14.5,0.3,13.6,0.4,15.5,0.5,14.0,0.3,13.3,0.4,14.8,0.5,6.8,0.2,6.6,0.3,6.9,0.3,14.7,0.3,15.2,0.4,14.1,0.5,7.7,0.2,8.1,0.3,7.2,0.3,9.8,0.3,10.9,0.4,8.6,0.4,10.3,0.3,12.0,0.3,8.5,0.4,28.6,0.2,30.3,0.3,26.6,0.3,4126072,18899,2156644,12605,1969428,15446,9.3,(X),(X),(X),(X),(X),10.8,(X),(X),(X),(X),(X),13.8,(X),(X),(X),(X),(X),19.6,(X),(X),(X),(X),(X),14.0,(X),(X),(X),(X),(X),1.1,(X),(X),(X),(X),(X)
