Year,Afghanistan,Albania,Algeria,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bonaire, Saint Eustatius and Saba",Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei Darussalam,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia (Republic of),Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Moldova,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,North Korea,Norway,Occupied Palestinian Territory,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of South Sudan,Réunion,Romania,Russian Federation,Rwanda,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,Wallis and Futuna Islands,Western Sahara,Yemen,Zambia,Zimbabwe
1980,0.132620088,1.926795784,3.434557806,,0.597363912,,1.945753111,3.861112661,1.953963399,9.741580138,15.05422103,6.836714258,9.42947009,37.84326477,21.89931312,0.093542648,2.673259475,9.336240986,13.66265765,1.321702334,0.136518018,7.650547445,0.053728017,0.833515965,39.29973238,3.861521512,0.984479972,1.53316826,2.664242865,35.45932178,8.697675073,0.063368012,0.035600319,0.042705534,0.450886561,18.0466106,0.421793293,,0.046608922,0.046287246,2.229193698,1.467874038,1.592795417,0.154735259,0.220404525,1.661866425,1.024772842,0.671511724,3.798805993,3.18289137,57.29411606,4.756159123,17.83799071,0.132220621,11.77762447,0.969690216,0.486496535,1.10633541,1.68084905,1.024419024,0.462679972,0.229605405,,16.73372055,0.051538502,9.683320311,,1.247404586,12.14213648,9.361761632,,1.932132781,9.085398384,0.260685111,3.149635957,14.04917456,0.23589089,,5.281880624,11.2449431,0.535160946,,0.616822309,0.213575118,0.183004643,2.291858136,0.130970554,0.555775163,3.377135886,8.062379042,8.152912005,0.448467698,0.643334227,3.117922159,3.322128274,7.648081357,5.603836069,6.849314874,3.904403283,8.019108126,1.977660247,18.10731316,0.378111979,0.493975294,17.93767917,3.201512276,0.05735167,5.801692324,2.260705418,,1.079057826,8.318304961,,6.747865414,30.44242634,2.21579217,6.009779664,0.185153466,0.114877626,2.021818182,0.277602046,0.05519507,3.067446005,,,0.410805138,0.61064293,3.867970458,,5.502641254,4.057238838,3.541602813,1.229530201,0.794966115,0.269953633,0.165083834,,16.63728632,0.036323586,12.4842182,13.76977347,5.554819316,0.622263386,0.095204398,0.926143881,1.076380729,6.529377626,9.305651681,,5.23389632,0.409022149,,1.570622942,0.553280357,0.467863285,1.386170497,0.777868323,13.03862648,2.730648329,58.45916657,0.066319903,,8.676775678,15.51579542,0.09622006,,,0.962648427,6.105649058,0.364558977,0.635959809,0.424480511,17.37468096,0.596569137,5.21799182,1.43699279,0.180725201,12.99635112,11.84694553,7.226295145,0.44486941,0.127912232,7.663175089,3.544995977,5.659516898,0.225367947,0.236202486,6.531285059,0.771215767,8.623290684,6.423303472,2.320817882,4.691406829,1.931473061,0.10028819,0.843218901,,0.291564477,0.433343727,15.58949165,1.486346071,1.710308694,11.83172461,,,0.049907009,12.98008846,35.32613701,10.29114213,20.52861136,1.995522293,7.198622512,0.538674415,5.907266437,0.308716643,,,0.408041528,0.598261572,1.341955497
1981,0.151632218,2.681688382,2.323645244,,0.569722106,,1.45430159,3.567193411,1.889843118,9.206663695,15.50916151,7.342179572,9.105022626,12.99188471,22.77023415,0.094501674,2.707325747,9.094017728,12.50679109,1.241478389,0.109328797,6.769622283,0.061011466,0.837068569,37.06235647,4.159918115,0.970341786,1.374398549,3.885815289,7.343379064,8.990149318,0.079730457,0.037305879,0.04452303,0.598794373,17.32870361,0.113085644,,0.057768098,0.045302047,2.130063229,1.431331431,1.56004067,0.149971978,0.248443533,3.783820998,0.911199045,0.446153574,4.111594296,3.300950718,54.49362391,4.490889806,17.61305874,0.138885869,10.10138337,0.801334624,0.486102819,1.032237918,2.035000026,1.125754829,0.390667626,0.257776889,,16.317232,0.051494606,10.01161282,,1.654799487,10.68721383,8.390950356,,2.110558553,8.780248988,0.251914341,3.068998114,13.42082283,0.272531719,,5.152788052,10.43057093,0.647264055,,0.52896355,0.215539555,0.175443551,2.30130019,0.130430127,0.477729929,3.708145503,8.045212401,7.57378698,0.472720062,0.664421584,2.797991896,2.271128691,7.504042745,5.508839305,6.633506376,3.371249232,7.805394802,2.366819668,17.56552311,0.382985665,0.487452813,17.42186888,3.079530298,0.045201011,5.672669402,2.234275716,,0.98847688,8.563284157,,6.584625284,26.03233173,2.19753766,6.482052814,0.114196924,0.095063365,2.171370272,0.290554183,0.054584388,3.400427731,,,0.401453382,0.554429186,4.005613575,,5.351951049,3.815861204,3.808830211,1.546513591,0.771602373,0.204317554,0.164708357,,16.40937829,0.029719962,11.53772739,9.431197639,5.232827819,0.638681245,0.110932728,0.871863739,1.120832059,6.451605444,9.83160904,,4.925990528,0.424214324,,1.639977,0.568167607,0.423481166,1.349963965,0.708771023,11.40101374,2.734176943,51.7469695,0.062464887,,8.69532943,15.11644835,0.113056704,1.362588323,1.278853313,0.7965617,6.695016611,0.361416072,0.65582888,0.45351212,16.91030506,0.570383863,5.6298259,1.469999108,0.200999803,10.86845281,11.62573667,7.767133478,0.568477728,0.041605651,8.414007371,3.620538972,5.413421809,0.262260031,0.221570518,5.582605106,0.701813687,8.334533462,6.145096781,2.867721527,4.14043991,1.840489577,0.109290252,0.782349059,,0.250814445,0.509689363,15.63857074,1.49735127,1.760148782,11.32615437,,,0.040783564,12.67747503,32.80123115,9.960762356,19.53259487,1.824849849,6.875049577,0.432585596,5.82367533,0.318019357,,,0.500994959,0.551015177,1.265537666
1982,0.164357517,2.618930293,1.90384765,,0.483732471,,4.045936396,3.559586338,1.898965647,10.1633385,15.55000261,7.046148993,9.130698546,10.25309273,25.47091592,0.099732196,2.540409154,9.201475132,11.8407365,1.13669967,0.121531252,6.852595851,0.076501566,0.743404405,40.89696653,3.782913786,1.021666733,1.345355219,3.128415301,10.14951875,10.05654558,0.080361764,0.03635725,0.048725799,0.689616693,16.54994851,0.123248734,,0.059077807,0.043514619,1.763781789,1.536280834,1.573987839,0.145687667,0.688347397,2.950250187,0.821286007,0.614143024,3.752023771,3.467852849,60.68111871,4.56323677,17.44010609,0.109931196,10.47828286,0.903467949,0.536171345,1.036961121,2.291819077,1.21672407,0.370758318,0.252153178,,16.52989567,0.039688344,10.33696707,,1.249809188,8.888502823,8.02986737,,2.095184228,8.533034276,0.248715694,3.105585787,13.03135391,0.263611774,,5.253705415,10.09871572,0.669108722,,0.471180311,0.209343997,0.171617019,1.796233197,0.137239858,0.448287845,3.841650272,8.091729963,6.828168338,0.476545887,0.683490731,3.283287013,2.103736663,7.293287993,6.142629769,6.468591575,2.779995947,7.5024455,2.443902024,17.69520491,0.263892393,0.421011162,13.95494252,3.075468223,0.046321314,5.759430839,2.17279647,,0.294022689,8.781929024,,6.665935104,24.47342905,1.925212663,5.913331489,0.109734226,0.091195062,2.1013248,0.280254177,0.049424337,3.865421905,,,0.543355461,0.507608515,4.196514741,,5.39427305,3.775776596,3.454079422,1.559281641,0.810194007,0.203388716,0.159789128,,16.14357911,0.028343263,9.337892527,8.436747794,5.729991071,0.614374804,0.117563854,0.844083468,1.171730093,6.490917321,9.977048183,,4.441865855,0.445673382,,1.580880722,0.556649278,0.40517192,1.294324013,0.695816828,11.62365139,2.921709831,44.46675511,0.063604834,,8.551199075,15.29513005,0.110800569,0.674149034,1.542303915,0.937484524,6.669534999,0.394348558,0.721587263,0.482564383,14.29129767,0.512934077,5.127877325,1.236239878,0.156935428,11.75963098,11.43083512,7.036779844,0.490521029,0.106922588,8.944994678,3.623911406,5.445044991,0.288140344,0.224807633,5.138559248,0.682094434,7.474393491,5.769096126,2.540555088,4.090570948,1.821142547,0.108000644,0.763902251,,0.280134309,0.469337432,16.42425427,1.409705224,1.873104428,11.26646453,,,0.0409282,12.86581163,30.89651926,9.738501186,18.37407568,1.642971118,6.825790889,0.422415284,5.758162014,0.321997412,,,0.676994476,0.556765306,1.137066511
1983,0.203409903,2.682310429,2.473298719,,0.513564734,,1.176342495,3.564075158,1.901535049,5.151364126,14.7328915,6.795792033,9.114120788,8.945454222,20.7388499,0.092981248,2.69202964,9.266724721,10.22468448,1.105171285,0.108825631,7.752262015,0.066339706,0.717806831,20.69430141,4.033094822,0.924619614,1.273668339,3.306859206,12.74653996,10.05529497,0.080857878,0.046121049,0.051114389,0.69396484,16.14073932,0.120777406,,0.058785425,0.042488301,1.753688525,1.596540785,1.657922463,0.141721413,0.568644188,2.936905989,0.806508284,0.478938708,4.019883446,3.079946057,31.02687525,4.539265816,17.48032968,0.140750482,9.799052935,0.883895968,0.539205587,1.265612387,2.266107055,1.197206252,0.393373285,0.198069799,,16.67268319,0.047923669,10.90178971,,1.0343439,8.527803795,7.733835588,,2.544244715,6.999376122,0.239469549,3.126786278,13.00419282,0.305923645,,5.552630589,6.998784464,0.648934729,,0.402664705,0.198033633,0.167308073,1.599336541,0.145329631,0.491746063,4.034038386,8.339030936,6.53125384,0.504286459,0.665680264,3.418789907,2.594472375,7.284720209,6.002040949,6.305734608,2.834673167,7.314226936,2.736638088,17.73951046,0.251905161,0.355912447,13.62816787,3.05662141,0.051444465,5.820119509,2.618421509,,0.335972374,8.339859944,,6.724522385,22.92933302,2.611141124,6.333095104,0.06843232,0.085818838,2.549374209,0.290866202,0.055227226,2.908723163,,,0.560826453,0.598048729,3.750931917,,5.418582602,3.822421479,3.672506124,1.893540052,0.825115468,0.154411841,0.161180155,,15.86198116,0.030825532,9.561699878,7.590913587,5.596895758,0.565967836,0.14729795,0.75136533,1.229117746,6.840181233,9.085132201,,5.529289977,0.463769345,,1.639868064,0.558680513,0.406891006,1.092273338,0.684852345,11.51884966,3.002676028,36.32750526,0.062950653,,8.727683483,15.40360023,0.122701333,0.666181818,1.205773118,0.83583184,5.448777264,0.462518449,0.717117891,0.547857812,13.67195924,0.428063624,5.479915646,1.435632501,0.190877675,13.49103831,11.37456924,7.487334178,0.561281403,0.138618621,9.076162111,3.799499618,5.282089053,0.308702303,0.221676177,3.756090884,0.411866569,6.993027135,6.275914033,2.794539447,4.437469981,1.793026289,0.107007831,0.839220759,,0.205691026,0.507944633,14.29335474,1.623242685,1.907921629,11.15778013,,,0.044737377,12.99761092,28.10759261,9.683602121,18.34578634,1.279148252,6.746197654,0.442337564,5.591019168,0.330407745,,,0.689883995,0.500004447,1.298662795
1984,0.234280158,2.694727584,3.240475763,,0.485136156,,2.072251679,3.552131981,1.893020899,12.73378318,15.2616991,7.1267138,9.047919318,8.060343891,22.59255894,0.100303792,2.904977801,9.284686616,10.5959589,1.073983299,0.116820097,7.575224263,0.113056511,0.662115298,50.82039163,4.211553605,0.906981027,1.262083861,3.165815725,8.781223222,9.700936218,0.061786622,0.048091437,0.055112672,0.621303284,16.62774665,0.272374975,,0.058546973,0.043637059,1.837429368,1.711259713,1.605026753,0.137877534,0.550980305,1.249516881,0.744760565,0.522417186,4.218300003,3.238205944,77.1644683,4.634830454,18.09275216,0.135006902,9.940446336,0.866318405,0.592456847,1.163570215,2.401416359,1.303574124,0.326909445,0.238424543,,16.71732181,0.04175987,11.04339347,,0.824154799,8.622266992,7.391664694,,2.687856522,7.399611179,0.245626897,3.128809325,13.29702759,0.208518159,,5.672430476,10.81052271,0.632757342,,0.422870018,0.197908457,0.183857868,1.81019815,0.144727946,0.472576029,4.226724895,8.541416445,7.573448126,0.504980337,0.696276154,3.297276807,2.615566564,7.193465354,5.851005819,6.403518794,2.226469469,7.731630809,2.966054147,17.68714768,0.224583316,0.350258902,17.08215744,3.021677675,0.051082135,5.844256889,2.516927737,,0.32209418,7.546931112,,6.743978596,24.6498722,2.222704261,6.64991909,0.088577992,0.080183552,2.269270075,0.320432024,0.056516613,3.939898482,,,0.506754951,0.621875313,3.662014839,,5.413876795,3.433667007,3.831770947,1.918157229,0.806934146,0.117545189,0.179564016,,15.56277327,0.042907544,9.979078104,7.818169994,5.962499337,0.510050002,0.147455249,0.851629761,1.28968673,7.243711693,9.769715253,,5.627579788,0.476944988,,1.321133482,0.553458936,0.418106415,1.079552309,0.583109187,11.73305114,2.885989291,36.01645898,0.054872454,,8.204722506,15.42993585,0.107766088,0.660418169,1.212843429,0.912523701,6.030283081,0.635730948,0.713070447,0.503321395,12.45579584,0.522186237,5.738231161,1.424264674,0.166388834,12.56331906,11.68950607,7.807609564,0.543947866,0.105881328,9.573132662,4.070649322,5.109237668,0.241489442,0.19217731,4.221291411,0.490340836,6.871196244,6.097818117,3.191377016,4.460787804,1.754646079,0.110845566,0.891360001,,0.220779514,0.507576565,15.14621072,1.611755765,1.972523442,10.99038886,,,0.041015996,13.06513133,35.00672745,9.38365515,18.72905096,1.148883346,6.634301577,0.43244264,5.452226066,0.292933694,,,0.749247533,0.416159341,1.18430461
1985,0.297198094,2.654006104,3.217646268,,0.440765528,,3.570404975,3.302738382,2.010920477,14.8594231,15.32062743,7.139611612,9.598714759,6.432397193,24.28510121,0.10956239,3.267688845,9.948110374,10.48803327,1.155280407,0.169624829,7.648845893,0.133328196,0.661638399,58.60790021,4.255588974,0.973666108,1.326221493,3.580276609,11.55439353,9.936502337,0.061636353,0.049091187,0.054155477,0.643839323,16.29730352,0.26747157,,0.061201899,0.03526245,1.749614236,1.822616423,1.550760475,0.134047397,0.599312896,1.239722551,0.82135847,0.683155821,4.281679187,3.213838674,90.20328907,4.468463962,17.8610194,0.120866248,11.74457295,0.843653742,0.646796029,1.115990245,2.139370432,1.270933554,0.399138075,0.183763542,,17.89704,0.044085414,11.33609813,,0.805144584,10.08902065,7.264938504,,3.346042328,7.587777155,0.235228713,3.343566587,13.43469652,0.259644605,,5.992257041,9.575108103,0.623466058,,0.424365842,0.195277384,0.19144889,1.840518668,0.145597056,0.441325996,4.286815365,8.13366977,6.711592751,0.542758206,0.737099457,3.37849538,2.837395944,7.5033121,6.028431069,6.471983475,2.155912972,7.48521433,2.907991581,18.85117246,0.189097626,0.343483899,16.71667642,3.193529047,0.054643594,6.262401913,2.901049584,,0.32659614,8.003085358,,7.2147229,25.20851277,2.584094139,6.759005901,0.104635616,0.076744133,2.308752735,0.347780233,0.051760182,3.43102441,,,0.370554515,0.69617686,3.728064429,,5.775749742,4.68181953,3.879540598,2.264924055,0.791285552,0.087404852,0.179341436,,15.24287287,0.040422254,10.12682351,9.3023554,6.688011514,0.535117634,0.143785497,0.832832815,1.347554248,7.643316252,9.796814672,,5.751736666,0.507631315,,1.177546191,0.560014968,0.421724777,0.994624905,0.513571916,11.97207542,2.716909141,33.35605973,0.062239195,,8.392913396,16.52173745,0.100578307,0.656277987,1.220955419,1.014412505,5.397937469,0.631258555,0.709737488,0.530327885,13.07278767,0.408728926,5.814951361,2.151039578,0.174541722,12.29575666,11.46688916,7.881766561,0.554724687,0.126239083,9.5955375,4.373708865,5.148099629,0.242067329,0.216151051,4.296174657,0.623584391,7.461988128,6.161496255,2.759922589,4.386674963,1.833866669,0.107061414,0.926768612,,0.202093825,0.506976893,17.69801388,1.621292139,2.150503757,11.56806158,,,0.042187196,14.04525673,35.69420841,9.910863204,18.62080177,1.090272346,6.978115008,0.929883793,5.770285558,0.345105919,,,0.870581634,0.392899598,1.179566772
1986,0.27015679,2.64708368,3.273504135,,0.424300366,,3.620892616,3.3682172,1.985139093,2.866036652,14.99560495,7.046128639,9.465108968,5.898858785,25.3828302,0.119421451,3.529189518,9.90795875,10.31045646,1.210016041,0.151079372,7.102690311,0.113800129,0.593840887,11.085583,4.40083021,0.869083232,1.424021395,3.943176926,9.946227248,10.1564352,0.060521816,0.048434752,0.054322315,0.192239808,15.44028025,0.183095292,,0.05977793,0.03563986,1.779999012,1.88218981,1.539916165,0.120209974,0.485547379,1.231527646,0.920211668,0.525090377,4.449731308,3.282347997,17.32941482,5.06105924,17.98902893,0.109030802,11.5171555,0.830595055,0.652269771,1.225541165,1.63854783,1.441507676,0.394372114,0.214369296,,17.7906334,0.052116856,10.65564164,,0.832359147,10.79331024,6.954934372,,3.357267805,5.803802224,0.210308262,3.316551563,13.45705219,0.231244777,,5.813780869,6.061676302,0.658578233,,0.434266142,0.190563802,0.198779114,1.365933294,0.127187213,0.414633671,4.705653978,7.912775032,7.281106368,0.569415754,0.725670015,2.995238712,2.96363508,7.994044822,6.350552646,6.364824119,1.925461105,7.445843872,3.043569223,18.67187435,0.199866272,0.279617815,19.18751923,3.137033957,0.055046819,6.230191868,2.793320086,,0.328308278,8.485349314,,7.184250885,24.7587247,2.961677777,7.037601294,0.109842235,0.071924992,2.474950681,0.410517578,0.047718689,4.211604832,,,0.205351344,0.780578904,3.730536064,,5.743863687,4.855060621,4.036297146,2.622059218,0.818630699,0.074966329,0.177997231,,19.30084999,0.040758111,9.866875677,8.848294202,6.973823695,0.594034581,0.126313382,0.85287203,1.40436949,8.186927928,11.28375309,,6.293232384,0.51497274,,1.205515006,0.529486233,0.438698775,1.087868812,0.520117958,12.09630547,3.027219371,33.33986711,0.063584069,,8.689455497,16.44417138,0.093205457,0.654402572,1.405952467,1.02550945,7.757654723,0.626932071,0.707258145,0.486337865,14.75235583,0.394322061,6.0379008,2.355293983,0.172317108,12.62000247,11.48663556,8.154255208,0.551897518,0.134061294,9.576314512,4.426334246,4.854249212,0.223016173,0.218677876,4.661856835,0.623771694,7.395418169,6.505241846,2.823739726,4.818123336,1.780007736,0.10117611,0.928805311,,0.251434296,0.50594296,14.65713892,1.596909407,2.306436964,11.31586642,,,0.046357783,14.0357945,31.9450652,10.04970457,18.46102617,1.044163749,6.819830161,0.440656053,6.079499339,0.328937636,,,0.800568138,0.399628709,1.455849103
1987,0.270735,2.382921928,3.507143626,,0.515765892,,4.050409021,3.658602103,2.0338986,7.229311209,15.73984762,7.510453766,9.699267426,5.840759595,25.4373871,0.12029532,3.6120352,10.26074769,10.31852926,1.303178063,0.114037488,9.569235405,0.205000829,0.620567102,9.745233266,4.330962981,0.979503509,1.456668926,4.26951813,13.954516,10.18117126,0.063466261,0.049952524,0.053198881,0.172302991,16.21849812,0.2481063,,0.09441632,0.03658595,1.781407154,1.971538502,1.551135252,0.12646089,0.586933885,1.223372287,0.948363473,0.66699027,4.400785095,3.284792825,15.48177118,5.783958639,17.84145832,0.121025101,11.40168883,0.792078804,0.658173276,1.432052986,1.580607755,1.406044888,0.47776744,0.253549067,,18.36040041,0.058730908,10.68831642,,0.653988708,11.63149241,6.777260766,,3.288564477,4.572550102,0.223273745,3.416561108,13.2271602,0.242081575,,6.215122522,4.31280231,0.737371705,,0.453565345,0.184510478,0.20579324,1.726718996,0.13473965,0.473049916,5.091331109,8.032082353,7.461870993,0.595092581,0.721616383,3.097953138,3.203389975,8.462326696,6.420197055,6.65796033,2.260895002,7.332704734,3.039083198,19.22552762,0.240343935,0.326846166,16.1507816,3.203163944,0.053480482,6.432451343,2.870472832,,0.346167064,7.871201398,,7.42394953,23.80927999,3.14965534,6.976700996,0.120438545,0.066589139,2.449920448,0.396841338,0.044312187,5.216848112,,,1.733104291,0.903397277,3.817117393,,5.933762328,5.15530336,4.00812585,2.657961552,0.854647203,0.075012705,0.127824818,,18.41828384,0.049235392,10.31697346,9.04607309,7.299056435,0.626071513,0.13621849,0.669958108,1.453391511,9.037609434,9.716243353,,5.804067502,0.538733849,,1.371503305,0.583835413,0.484038342,1.254868175,0.566985216,12.3533634,3.128860794,27.15933333,0.049252764,,9.078198158,17.01272808,0.090736499,0.654168898,1.329109332,1.118488331,8.300323625,0.726599683,0.705400118,0.47754969,13.1108466,0.351702434,5.96966473,2.878281487,0.123504586,11.51244449,11.34051053,8.030178052,0.562010437,0.141482556,9.322815175,4.62787347,4.852051272,0.24188571,0.167238653,4.579125983,0.568691821,7.088849664,6.155049481,3.163741593,4.946690982,1.794857132,0.102053867,1.043395159,,0.265572468,0.582302085,14.63220573,1.516239583,2.513510629,11.50400065,,,0.048990116,14.5856267,30.40292993,10.08069977,19.07408098,1.161488358,6.931563457,0.349913682,6.001862262,0.363928115,,,0.811650845,0.362011058,1.632372543
1988,0.247563272,2.289817511,3.403941493,,0.438536914,,4.26183304,3.809628257,2.059577402,10.01800946,15.78459567,6.912065012,9.79983555,6.215793747,26.10177944,0.13379804,3.615057615,10.48342938,10.01545333,1.391681748,0.115143814,10.72264716,0.212499009,0.650225769,9.47925012,4.45293936,0.999141201,1.441394287,4.320188655,23.36679511,9.720208801,0.066208689,0.044231298,0.053436186,0.195244355,16.907031,0.222282215,,0.08208036,0.011810171,2.079112188,2.072409965,1.578015338,0.132218794,0.645900141,1.215929204,0.986871709,0.770693244,4.539450986,3.410427891,15.35044556,5.698193703,17.53993117,0.122610679,10.75883548,0.657997463,0.766078448,1.410887174,1.762839074,1.362294842,0.475304427,0.264114176,,18.71055471,0.058757595,11.19808137,,0.76048841,10.49334551,6.648984474,,3.012469827,4.793013097,0.21730621,3.474821819,13.13288635,0.246221114,,6.628309051,9.948248843,0.971467031,,0.460861231,0.184684391,0.223848606,1.869244776,0.147900856,0.528167094,5.220394492,7.480071724,7.365188424,0.629225187,0.758677743,3.299213586,4.031238171,8.372530758,6.921070488,6.759051798,1.89084425,7.973359401,2.821372705,19.542284,0.214434878,0.318156821,16.09953479,3.228036737,0.051948924,6.553348321,2.752657307,,0.37373966,8.567966491,,7.570555065,24.39577887,3.003113342,7.208772882,0.11739898,0.06219799,2.489495283,0.453886652,0.046821016,5.612788731,,,1.655744508,0.823043403,3.740291689,,6.051407001,5.499699959,4.15321409,2.692138134,0.882195092,0.077384803,0.10382311,,17.99543118,0.054607149,9.855321883,9.182549974,7.636060096,0.564451547,0.130901443,0.77856364,1.495510204,10.18899985,10.09392373,,6.266908843,0.567700356,,1.230548784,0.536099801,0.537937392,1.194927091,0.637005173,11.78581964,3.270962426,26.80906006,0.070307173,,9.066036147,17.36075301,0.098382986,1.31020919,1.606743489,1.23475096,10.61687057,0.619058346,0.703625922,0.435114643,13.34508242,0.381374388,6.148491595,2.826975282,0.110282149,12.49584621,11.1086766,8.289378275,0.534132979,0.140077973,9.517839559,5.281598505,5.044693492,0.20474833,0.234783478,4.787795325,0.544714513,6.78410455,6.186785501,3.129864133,5.627488589,1.786063494,0.095010639,1.205610747,,0.26826614,0.735377692,13.14066892,1.572364158,2.396140724,11.52519224,,,0.053102429,14.95025426,29.04588522,10.02929802,19.72066983,1.55941532,6.947143064,0.473228765,6.120377574,0.3522798,,,0.864153874,0.40908823,1.668991666
1989,0.234759025,2.758988658,3.159764685,,0.4162257,,4.289402194,3.620245143,2.000583067,10.62606502,16.52457967,6.985883955,9.436709499,7.725263948,24.35448669,0.129501925,3.761495117,10.21656854,10.70057282,1.637606353,0.126482983,12.89157224,0.117467568,0.739010264,17.73604221,4.444451348,1.066717228,1.445979518,4.147924528,25.21688654,9.714832773,0.095659316,0.050656967,0.051865821,0.666337793,16.93679604,0.240488806,,0.08673122,0.017785796,2.460747699,2.069136243,1.570640097,0.128358089,0.629724195,1.207182472,0.9716276,0.698186531,4.521810833,3.386541698,29.40777424,5.896458796,16.94821196,0.130044603,9.513521563,0.688783111,0.822885377,1.456480443,2.01993971,1.283860021,0.491173929,0.283118188,,18.25543274,0.060141312,12.19630894,,0.86279229,10.53789193,6.934678456,,2.791580009,6.213428993,0.20375923,3.381449173,12.86593091,0.231490036,,7.197639434,8.547969979,1.059059142,,0.462760753,0.18095009,0.233510703,1.587173865,0.147075313,0.557856995,5.288652607,7.298238841,7.507141074,0.676316751,0.739098456,3.470390937,4.239494982,8.426539033,7.160460319,7.086680322,2.7928912,8.234817713,2.674444326,18.9794837,0.224826362,0.310245555,17.05901765,3.106472647,0.056664302,6.384528988,2.884549644,,0.309445116,8.563002176,,7.377781254,26.14732093,3.092811376,7.188099376,0.082158852,0.061377701,2.818971359,0.575174866,0.050048553,6.00225247,,,1.418500731,1.005746027,4.322717044,,5.894001385,4.885082167,4.149687176,2.717848864,0.936866675,0.07921368,0.11059141,,17.59548805,0.048845728,10.87283954,9.84891719,7.573200133,0.362072516,0.133633758,0.453656024,1.5375577,10.65690262,11.67670976,,5.735084656,0.576703995,,1.037532274,0.483515762,0.542994232,1.016989255,0.644234099,11.16067621,4.103361949,30.9446381,0.054170508,,9.099953686,16.89500993,0.094704455,1.317038102,1.614413003,1.2127453,16.41177412,0.718538717,0.746367239,0.4267068,12.91063233,0.499672516,6.099883925,3.343122719,0.08794748,14.18535887,10.69745523,8.220261856,0.531635301,0.130448836,9.265387008,5.559339988,5.733677292,0.201452739,0.176143401,4.635386941,0.523633272,6.521077832,5.955080369,2.836923875,6.055614653,1.697948446,0.087654079,1.39410435,,0.277074512,0.733348081,13.27017264,1.632158861,2.596040653,10.99123308,,,0.047560591,14.608804,30.85693232,10.19886172,19.78312803,1.57093724,6.633903473,0.436040854,5.599813537,0.259536763,,,0.862177367,0.328904933,1.627228974
